"","ODS_Code","Role","Name","geo_match","LAT","LON"
"214","FNE63","PHARMACY","COHENS CHEMIST","UPRN",53.5610519,-2.3691834
"215","FVM72","PHARMACY","SUPERDRUG PHARMACY","UPRN",51.4262722,-0.0508357
"216","FVD75","PHARMACY","LIFESTYLE PHARMACY","UPRN",53.585016,-2.1073738
"217","FK012","PHARMACY","A R CHEMIST","UPRN",51.4907244,-0.0807759
"218","FN220","PHARMACY","BOOTS","UPRN",52.9299945,-1.2739819
"219","FNP38","PHARMACY","LISTER LANE PHARMACY","UPRN",53.7225519,-1.8654523
"220","FQQ69","PHARMACY","SWAN PHARMACY","UPRN",51.0043501,-0.9425871
"221","FT417","PHARMACY","MOLINEUX PHARMACY","UPRN",54.9774981,-1.583491
"222","FE423","PHARMACY","BOOTS","UPRN",51.2577693,-0.0021473
"223","FAP40","PHARMACY","ASHWORTH PHARMACY","UPRN",52.4877624,-1.9913644
"224","FLE44","PHARMACY","BOOTS","UPRN",52.0925362,-1.9460756
"225","FK636","PHARMACY","PARTNERSHIP PHARMACY","PostCode",52.5053500012646,-1.91067690545115
"226","FV674","PHARMACY","BRAMPTON VILLAGE PHARMACY","PostCode",53.5119166058484,-1.37944276570894
"227","FF123","PHARMACY","HATHAWAY MEDICAL CENTRE PHARMACY","UPRN",51.4673231,-2.1397592
"228","FDC25","PHARMACY","CAMDEN PHARMACY HIGH STREET","UPRN",51.5350661,-0.1393244
"229","FEA73","PHARMACY","ARCHER PHARMACY","UPRN",51.9097869,-0.1835287
"230","FWH99","PHARMACY","HEATHFIELD PHARMACY","UPRN",52.5067145,-1.9091516
"231","FL661","PHARMACY","LO'S PHARMACY","UPRN",53.6447751,-1.5067266
"232","FDY87","PHARMACY","WELDRICKS PHARMACY","UPRN",53.5748195,-1.0084015
"233","FA404","PHARMACY","ROWLANDS PHARMACY","UPRN",53.4825988,-2.8844345
"234","FTN39","PHARMACY","WELLBEING PHARMACY","UPRN",52.6663828,0.9412361
"235","FXE31","PHARMACY","WEST BROMWICH PHARMACY","UPRN",52.5165486,-1.9977251
"236","FG862","PHARMACY","SUPERDRUG PHARMACY","UPRN",54.0820802,-0.1907972
"237","FWF66","PHARMACY","PEAK PHARMACY","UPRN",53.3054586,-1.4903085
"238","FLF58","PHARMACY","ASDA PHARMACY","UPRN",52.6135906,1.7188098
"239","FAT84","PHARMACY","VITHLANI BEDWORTH PHARMACY","UPRN",52.473716,-1.4930242
"240","FXM71","PHARMACY","BOOTS","UPRN",50.72653,-1.8165825
"241","FQH75","PHARMACY","JHOOTS PHARMACY","UPRN",52.5157338,-2.1182367
"242","FTL11","PHARMACY","EVEREST PHARMACY - SOUTH KING STREET","UPRN",53.817186,-3.0477244
"243","FNP13","PHARMACY","WELLBEING PHARMACY","UPRN",52.0759653,1.1320663
"244","FVF04","PHARMACY","STAPLEGROVE PHARMACY","UPRN",51.0258533,-3.1279264
"245","FW294","PHARMACY","VANAS LIMITED","UPRN",51.5728264,0.5100665
"246","FDM43","PHARMACY","BOOTS","UPRN",52.6488047,0.6875474
"247","FVE05","PHARMACY","MORRISONS PHARMACY","UPRN",50.3658515,-4.0983185
"248","FKC79","PHARMACY","ESH WINNING PHARMACY","UPRN",54.7699443,-1.7042344
"249","FTJ08","PHARMACY","FRIZINGHALL MED CENTRE PHARMACY","UPRN",53.818657,-1.7735254
"250","FA756","PHARMACY","ROWLANDS PHARMACY","UPRN",53.471807,-2.5624498
"251","FQP50","PHARMACY","HARROGATE PHARMACY","PostCode",53.994183758858,-1.53869474063422
"252","FC017","PHARMACY","JHOOTS PHARMACY","UPRN",51.4829129,-2.7660088
"253","FQP24","PHARMACY","MORRISONS PHARMACY","UPRN",51.2369218,-0.2080784
"254","FWF59","PHARMACY","ROWLANDS PHARMACY","PostCode",53.051471340868,-2.99137230003394
"255","FFN80","PHARMACY","BOOTS","UPRN",53.3437674,-1.3529262
"256","FYN79","PHARMACY","CENTRALCHEM LIMITED","UPRN",54.9529895,-1.6067742
"257","FR667","PHARMACY","WELL","UPRN",53.6600161,-1.5498438
"258","FGK24","PHARMACY","NORTHFIELD PHARMACY","UPRN",51.5046344,-0.3192269
"259","FLJ00","PHARMACY","VILLAGE PHARMACY","UPRN",54.3771288,-1.631086
"260","FPH44","PHARMACY","WELL","UPRN",52.4845348,-0.7118012
"261","FMH29","PHARMACY","MEERA PHARMACY","UPRN",51.7669493,-0.3230071
"262","FH184","PHARMACY","BRIGHOUSE PHARMACY","UPRN",53.7031869,-1.7824899
"263","FEH43","PHARMACY","SPARKBROOK HEALTH CENTRE PHARMACY","UPRN",52.4631165,-1.8709829
"264","FVW81","PHARMACY","WESTON LTD","UPRN",51.5379573,0.0342245
"265","FH749","PHARMACY","COHENS CHEMIST","UPRN",54.5393222,-1.2621812
"266","FCK76","PHARMACY","GEEPHARM CHEMISTS","UPRN",51.4819764,0.0707197
"267","FA084","PHARMACY","BOOTS","UPRN",51.4511517,0.180654
"268","FWE92","PHARMACY","WELL","UPRN",51.6818627,-4.1230234
"269","FDM72","PHARMACY","TOPSIDE PHARMACY","UPRN",51.9412001,-1.5451537
"270","FKF59","PHARMACY","HAGLEY RD PHARMACY","UPRN",52.4636514,-1.9966383
"271","FPK79","PHARMACY","WEST KINGSDOWN PHARMACY","UPRN",51.3505768,0.2569718
"272","FDH22","PHARMACY","LUXTONS THE PHARMACY","UPRN",50.7147151,-3.5450327
"273","FHW24","PHARMACY","CATTEDOWN PHARMACY","PostCode",50.3690381831906,-4.12358817402289
"274","FJA42","PHARMACY","ALLIED PHARMACY HUYTON","UPRN",53.4083033,-2.8470225
"275","FKT64","PHARMACY","ASDA PHARMACY","UPRN",53.4522033,-2.9959896
"276","FEM42","PHARMACY","STEWART PHARMACY","UPRN",52.0863846,-1.9478209
"277","FDY82","PHARMACY","GADEBRIDGE PHARMACY","UPRN",51.7650669,-0.4898053
"278","FA323","PHARMACY","BADHAM PHARMACY","UPRN",51.8177184,-2.2733249
"279","FGF20","PHARMACY","WESTBOURNE PHARMACY","UPRN",51.8870121,-0.4319699
"280","FH396","PHARMACY","GOLBORNE PHARMACY","UPRN",51.5213925,-0.2095198
"281","FJ495","PHARMACY","WEST STREET PHARMACY","UPRN",53.1640603,-2.2171827
"282","FNX46","PHARMACY","PATRINGTON PHARMACY","UPRN",53.6836669,-0.0128413
"283","FLM04","PHARMACY","ASDA PHARMACY","UPRN",51.6342873,-0.1312922
"284","FLH86","PHARMACY","PORTOBELLO PHARMACY","UPRN",52.580815,-2.0691062
"285","FJH12","PHARMACY","CROMER PHARMACY","UPRN",52.9239091,1.3081477
"286","FNH66","PHARMACY","WRINGTON PHARMACY","UPRN",51.3615446,-2.7625601
"287","FHR75","PHARMACY","BOOTS","UPRN",53.0681411,-2.5233822
"288","FLM95","PHARMACY","KAMSONS PHARMACY","UPRN",51.3601577,-0.1941085
"289","FVC59","PHARMACY","RUXLEY PHARMACY","UPRN",51.3684152,-0.26556
"290","FN395","PHARMACY","CONCORD PHARMACY","UPRN",51.5294202,-2.5548775
"291","FYN54","PHARMACY","BEECHES PHARMACY","UPRN",51.3569252,-0.1700091
"292","FY210","PHARMACY","WALTON PHARMACY","UPRN",51.2834605,-0.2433426
"293","FV590","PHARMACY","ALLIED PHARMACY LOFTUS","UPRN",54.5539598,-0.8849314
"294","FR835","PHARMACY","ASDA PHARMACY","UPRN",51.5073924,-0.6301046
"295","FNX01","PHARMACY","VICTORIA PARK PHARMACY","UPRN",51.5382757,-0.0447838
"296","FQE89","PHARMACY","SUPERDRUG PHARMACY","UPRN",52.5226248,-1.4678282
"297","FR233","PHARMACY","CLEMITSONS LTD","UPRN",54.7162208,-1.747375
"298","FMG75","PHARMACY","MORRISONS PHARMACY","UPRN",50.8600993,0.5826197
"299","FWG94","PHARMACY","ASDA PHARMACY","UPRN",53.8324385,-1.7799232
"300","FKV19","PHARMACY","WILSONS PHARMACY","UPRN",52.8946258,-1.3381992
"301","FME96","PHARMACY","PEARL CHEMIST","UPRN",51.3387488,-0.4736364
"302","FMC10","PHARMACY","SHILUNS CHEMIST","UPRN",51.5517782,-0.3189749
"303","FQT16","PHARMACY","CLIFTON VILLAGE PHARMACY","UPRN",51.4548792,-2.6195153
"304","FJ228","PHARMACY","JUPITER CHEMIST","UPRN",51.7649855,-0.4538252
"305","FQC38","PHARMACY","KAMSONS PHARMACY","UPRN",51.3092948,-0.055795
"306","FHA57","PHARMACY","BROADHEATH PHARMACY","UPRN",53.3954376,-2.3519286
